transaction_id,customer_id,client_canvas_hash,app_set_id,vpa_handle_hash,delivery_pincode,address_quality_score,payment_method,cart_value_inr,category_volatility,checkout_velocity_seconds,is_discount_applied,customer_order_history_count,ring_id,is_rto,is_fraud_ring
pay_602746068790,USR_606007,fc18994660dfff46,1b0a1688c8a4c62c,,017012,3.7,COD,4078.51,Medium (Electronics),250.5,0,5,,0,0
pay_781045372536,USR_497775,d1d2011ae9930fd5,61a92c6726c1022d,c965cb3e270d2a04,383615,4.2,UPI,2987.63,High (Apparel),85.6,1,1,,0,0
pay_516789370773,USR_298606,5f14e51976726d12,deca0426135832ce,,325744,3.2,COD,1114.58,Low (Groceries),267.0,0,3,,0,0
pay_932617392246,USR_22515,265f5f2f4b7f21f9,69183f04995df21b,08a4fb84458847d8,885523,2.8,UPI,644.74,Low (Groceries),205.9,0,6,,0,0
pay_525679602300,USR_849049,cd62db332d19ee14,479251c4923c3012,,632543,3.7,COD,4474.12,High (Apparel),117.6,0,3,,0,0
pay_686956453908,USR_954291,e90fc63fe3fb6006,874c476fb12f2d2c,849647c475a6428a,078141,1.2,COD,9729.62,High (Apparel),7.8,1,4,RING_029,1,1
pay_962336464261,USR_108918,853ead6f4b984775,e89f6a8c225dc701,,812431,3.1,COD,4436.44,High (Apparel),199.5,0,2,,0,0
pay_10401182402,USR_932610,d620601c52afcfa4,6bf15ab4e5dd0a71,,650856,3.2,COD,4508.4,High (Apparel),67.2,0,3,,0,0
pay_494801834228,USR_551403,4312679548004d6f,70661d9a1c0e432f,e8857e82cb47834c,613495,2.7,UPI,760.19,Low (Groceries),239.7,0,5,,0,0
pay_980161791911,USR_984387,c56e68df5022f70a,d9ec4c1425fc07aa,,799366,3.6,COD,1761.37,Medium (Electronics),282.6,0,3,,0,0
pay_163467963760,USR_307622,bb44035c9ba3c678,a338fd124d5a63b6,36fb58ebe21e4570,214745,4.5,UPI,4273.35,Medium (Electronics),188.1,0,3,,0,0
pay_333264449171,USR_498218,57acb05319b18d92,6c214b5ac5e5d6c1,6596f9489c10cd09,573059,4.3,UPI,926.59,Low (Groceries),288.6,1,4,,0,0
pay_13834636923,USR_27363,14560d52c9c6d427,889106cac431bcc2,,082350,4.3,COD,4105.36,Medium (Electronics),52.1,1,8,,0,0
pay_606350398154,USR_29621,696ce27467327471,6f5932b402af87be,f33fd8e11cada7bf,801559,3.3,UPI,1988.09,Medium (Electronics),204.3,0,4,,0,0
pay_936836034735,USR_528175,d71432c8258aca8b,48ba4ba91c84298d,,371250,4.7,CARD,4454.89,High (Apparel),270.8,1,7,,0,0
pay_940526556072,USR_203614,20c9c9c6787f38e7,a0a1de94d3f14e9d,42a287cd7c097135,660138,3.3,UPI,3699.36,Low (Groceries),165.9,1,8,,0,0
pay_434078700519,USR_288805,3a9f9d28837a803c,eaeaef0f2c6c19ac,,466275,3.7,COD,4854.02,Medium (Electronics),192.1,1,5,,0,0
pay_790858612875,USR_983714,50944359a4057265,44e3f004d66c50ce,a4effb4ec6825879,227236,3.8,UPI,2438.25,Medium (Electronics),82.2,1,2,,0,0
pay_439586360055,USR_323679,31abe5d71fe5ad8f,aca9330fd2f07dc3,,942592,4.3,COD,1127.93,High (Apparel),178.1,0,7,,0,0
pay_760134136257,USR_579651,99845cc47e559ee1,1898222e4694fc3c,,707403,4.7,COD,4906.56,Medium (Electronics),167.6,0,5,,0,0
pay_974442941739,USR_373346,c54e02043b2aadec,de4e7f578024686e,,708200,3.5,COD,3749.85,High (Apparel),61.9,0,6,,0,0
pay_964129633399,USR_430808,6ad58fe7e1454515,713bf72eecd10ab0,,042333,3.1,COD,820.3,High (Apparel),179.0,0,6,,0,0
pay_197475989515,USR_535938,7fc6da74641e93bd,d44aa7fbe174c0a3,,104423,3.9,COD,3263.06,High (Apparel),241.7,0,2,,0,0
pay_7787705065,USR_721627,ae9ebe24733b5255,fb93e2b77c355edb,,073429,4.8,COD,4759.56,High (Apparel),260.3,0,2,,1,0
pay_128037732628,USR_573567,8b2a038cdd3f40e5,c5a721756c0f1e9e,51be1e9568bdaeb6,233440,2.6,UPI,2225.76,Medium (Electronics),270.4,0,5,,0,0
pay_408828160934,USR_991469,b2a4bcfd1b4d9092,53f69d05df8be435,,841232,4.8,COD,2891.91,High (Apparel),32.9,1,4,,1,0
pay_543005695343,USR_569021,ddeeba1e0a33afa3,31cd334619f1a998,8cb1f134fdb62324,043647,4.9,UPI,2373.23,Medium (Electronics),182.7,0,4,,0,0
pay_448637760332,USR_777437,2500b2d8be49124c,c0f9678eefae6181,,182991,4.3,COD,218.14,Medium (Electronics),118.7,1,4,,0,0
pay_185499457688,USR_829317,ba08e9bd051b7b5e,c12115dde31e783f,,464717,4.3,CARD,1916.33,Medium (Electronics),219.3,0,4,,0,0
pay_430023469527,USR_620601,c00672161d33fa63,fabb0d41b94b0843,,752658,3.9,COD,1137.11,High (Apparel),64.7,1,0,,0,0
pay_476724851113,USR_353913,fb711b3b7bc305b3,e3743d479b20f307,,580290,2.9,COD,4448.57,Low (Groceries),61.7,0,2,,0,0
pay_758501077604,USR_356036,9287a2673915ae81,b2aeea6298f4bc84,,595155,4.7,COD,2281.53,Medium (Electronics),38.9,0,5,,0,0
pay_818150171735,USR_529102,8687f1899fa3a560,7a1c7fda6af52ae8,,201089,4.7,COD,4595.68,High (Apparel),183.0,0,2,,0,0
pay_195899773903,USR_954603,4c9859d9b7ba7d04,1afc1ca71630d977,,282509,3.8,COD,1361.65,High (Apparel),200.8,0,3,,0,0
pay_374728326016,USR_335098,8fb3fbdbc39a11fb,4932f0e8ff22e3f1,d0154609cb18044e,202540,4.5,UPI,2521.07,Medium (Electronics),88.4,0,3,,0,0
pay_689702977962,USR_597366,cc156a453347c7cd,5207206e0e49b599,,671467,3.4,COD,4463.35,Low (Groceries),31.2,1,9,,0,0
pay_720034223118,USR_293431,4ec0aee81103fca2,c0ef22c3939e5b29,,867019,3.7,COD,2237.49,Medium (Electronics),116.4,0,4,,0,0
pay_85575223346,USR_114688,458df87f93a2ba75,08490c4f51204000,,136738,2.8,COD,987.02,High (Apparel),39.5,1,4,,0,0
pay_830127964343,USR_219604,5759fe169941a298,f43b11eac6da906d,,573939,4.0,COD,1015.83,High (Apparel),189.3,0,3,,0,0
pay_649556041080,USR_333451,0c33134af5a6d622,b536ca93fa993b4d,c8dd084751473a1b,842701,2.8,UPI,1482.81,Medium (Electronics),261.4,0,0,,0,0
pay_691911306915,USR_731157,5ed5971049265129,bad12ff85cdcdb8a,,458724,4.6,COD,4901.65,High (Apparel),132.2,0,1,,0,0
pay_855252945274,USR_34713,1efa01a8d235839c,0ef2378689dd4bac,,731187,3.6,COD,380.35,Low (Groceries),50.0,0,3,,0,0
pay_241077033369,USR_730044,648fba85dba8308b,0ef0eb167a51702e,c92265bb874ace51,907122,4.5,UPI,3949.82,Low (Groceries),279.1,0,1,,0,0
pay_882291331909,USR_563975,a9e191de4b05affb,7e02c4ddf5eb2bfe,1395c2219150a9ca,932234,3.9,UPI,3497.76,High (Apparel),273.1,1,5,,0,0
pay_88809515690,USR_325844,5b4eb4b007d1b763,c32430c66c11c48c,,533996,3.6,CARD,1040.85,High (Apparel),33.3,0,2,,0,0
pay_205870605442,USR_160281,d7f8c4367a8e8520,b2d595a555f27d92,,147686,2.7,COD,4834.38,High (Apparel),63.8,1,3,,0,0
pay_676619077649,USR_160097,1fa7386bf26dd66f,b7c6c7a1726ddb5a,,856914,2.6,COD,3780.13,High (Apparel),213.8,0,7,,1,0
pay_221878656274,USR_162844,ab2bde34363b6fd9,b350e72428294e1f,,671950,4.2,CARD,3408.42,High (Apparel),88.9,1,7,,0,0
pay_925129584957,USR_864034,bd39bf28c5e7740e,b7bce6f91caa9416,,739540,3.6,COD,1721.65,Low (Groceries),80.4,1,5,,0,0
pay_812219072777,USR_458783,5f43d9029c42fe74,843253a067d778fe,,098166,3.1,COD,3330.81,Medium (Electronics),45.3,0,10,,0,0
pay_613740482127,USR_136573,9a8b3240d4e93a4b,96aedfea46cc59e3,,747502,4.0,CARD,4612.88,Medium (Electronics),268.0,1,6,,0,0
pay_980018429489,USR_93476,34f650697233e649,3d586eed1622f062,,722764,4.3,CARD,3539.47,Low (Groceries),82.2,0,6,,0,0
pay_19008668888,USR_537456,a523eea19bd66751,39037cb2eac4e910,493482b865ee7298,630944,3.5,UPI,2510.04,Medium (Electronics),261.2,0,8,,0,0
pay_173315562923,USR_167663,42976d8c5e152a17,e9916ca457eda655,,372017,3.6,COD,1428.94,Low (Groceries),235.1,1,2,,0,0
pay_109085305563,USR_724087,9d066115a7f9cfc7,6985b55bf5717e1a,4744853465fef34a,558845,3.5,UPI,393.24,Medium (Electronics),292.9,0,3,,0,0
pay_347084916984,USR_75297,41aed722adad59a4,821a2d9aebff409d,3313180282d46dcc,259063,3.3,UPI,2417.67,High (Apparel),157.1,0,4,,0,0
pay_361305660186,USR_258407,c106aa8414b697e2,4b21f45e4fa2530e,8eed31cd6f4123a4,005820,2.7,UPI,1681.31,High (Apparel),257.8,0,6,,0,0
pay_948352370732,USR_134292,5512d29a14e2437f,613f80be4266f38f,,602624,3.3,CARD,3796.99,Low (Groceries),134.3,1,2,,0,0
pay_381307870435,USR_941066,22ac71657a8bcdf2,83490b879dacb0ee,d117b4b7b3f1f8ec,885442,2.6,UPI,489.98,High (Apparel),182.7,0,4,,0,0
pay_42062553893,USR_90188,4637e666d4b2fa14,c6d98915b7ca9282,,155313,3.4,COD,3741.61,High (Apparel),294.1,0,2,,0,0
pay_905333722707,USR_137128,45e81cc506a73fa8,d198584b147e2408,,056353,2.8,CARD,2464.11,Low (Groceries),101.4,1,4,,0,0
pay_846891897656,USR_527076,1595279dfd5a42df,c9f523cb80379045,4d6f0b97a009dbb3,426204,3.8,UPI,2570.26,Medium (Electronics),80.1,1,7,,0,0
pay_736169614376,USR_620390,9a78b81f88865952,0fd8a6fcff192987,8b10e935a43eb86c,996727,3.6,UPI,1993.65,Low (Groceries),247.1,0,6,,0,0
pay_53171960090,USR_704885,f61754549568940a,62f48a6494a73ad2,5e083574129a3b13,346834,3.8,UPI,3277.58,Medium (Electronics),248.2,0,2,,0,0
pay_248237020229,USR_227989,9790d15c14f92b06,a1b662670ef1e120,b557d737b865764c,596677,4.6,UPI,1374.75,Medium (Electronics),32.7,1,1,,0,0
pay_188795237928,USR_649487,ccbde5c9049069f1,cba1530e5e34d84b,6fa886f260426367,093986,4.4,UPI,4635.85,High (Apparel),34.0,1,5,,0,0
pay_449594878994,USR_404220,346a9709e71d17de,50a395d766aeba0a,be1282840aba3b3e,710355,4.2,UPI,4242.21,High (Apparel),200.2,1,8,,0,0
pay_399670707265,USR_213814,50009ab4c64252f3,57b03eb6e8d2a8da,,014464,4.0,COD,2791.33,High (Apparel),103.4,0,7,,0,0
pay_351277924680,USR_399987,04fb2c3e6a3553c9,a51526d999f22210,,292310,5.0,COD,4456.33,Low (Groceries),47.0,0,8,,0,0
pay_708623174116,USR_987861,b67f854420784b93,a6902e66a7e57b7c,,213092,4.7,COD,1438.32,High (Apparel),100.5,0,2,,1,0
pay_751237777225,USR_287105,8619a2f6eabd3fc8,6e22b20c90e7352a,240ff2b327bfcf84,107298,3.0,UPI,1312.79,Medium (Electronics),132.3,0,4,,0,0
pay_296809681977,USR_279140,5afca3e78d766093,f89f4bbeee3fb78f,,589278,2.9,CARD,2308.8,High (Apparel),55.3,0,5,,0,0
pay_561563049099,USR_621292,8acab8666f56c129,21f6aa3cf5831af9,,052141,4.7,COD,4128.19,High (Apparel),222.5,0,8,,0,0
pay_864626638158,USR_838297,622cd8edf0566f69,9a4637d174bc63d2,97b77e6f986a8b85,618723,2.7,UPI,2906.81,Medium (Electronics),54.3,0,3,,0,0
pay_767528646846,USR_234305,f46c641c09f25db2,07c22ba1f6fed44b,9f5c156309452b81,919180,3.6,UPI,2970.09,High (Apparel),192.6,0,3,,0,0
pay_539035429909,USR_98407,60875e5723559dc7,77109bb05638f9eb,733dedc3dcd3f2d7,360539,3.4,UPI,2593.89,Low (Groceries),264.3,1,3,,0,0
pay_419477502348,USR_72191,1cec9622dd0b374a,7860c24c2ac56b0c,,330411,2.8,COD,843.6,Low (Groceries),152.8,0,5,,0,0
pay_169207490412,USR_986644,2e5af4550e158103,af814bcd130445f9,1dd3e90e0562a9f5,947259,2.9,UPI,2856.83,Medium (Electronics),160.9,0,2,,0,0
pay_6320935445,USR_97331,7355386c05b7928a,69c5c81f74a64732,,292669,3.8,COD,425.31,High (Apparel),278.3,1,2,,0,0
pay_885126823122,USR_559461,9daa59870b896c7b,378286a918e5baa9,,562608,3.2,COD,2859.06,High (Apparel),268.0,0,3,,0,0
pay_272612134115,USR_578614,cad39de89d110751,3b6264fcde346f0d,4befa60654fe6575,123959,4.2,UPI,808.17,Medium (Electronics),299.4,0,5,,0,0
pay_45427064180,USR_846744,48ba776fdd74cfc6,172ac9c8b3a8b2a5,,489801,4.0,COD,1451.93,Medium (Electronics),106.2,0,3,,0,0
pay_290620295793,USR_554932,b238c35375ff26be,ce735ee26337a637,,655619,3.7,CARD,4966.23,High (Apparel),161.4,1,6,,0,0
pay_355841295666,USR_107074,dc6c4d32896751f8,7070cc40fe52faf4,bb24ec26848e58c6,804210,3.6,UPI,4104.28,Medium (Electronics),81.7,1,2,,0,0
pay_218856908048,USR_282819,ef4a3a6fe1502085,aaa77530f2eeae67,,599108,3.7,COD,2446.6,High (Apparel),231.1,0,6,,0,0
pay_524092914101,USR_89170,8c3763935cb5b028,8f9ff241350472da,,283774,2.5,COD,868.46,Low (Groceries),239.3,0,8,,0,0
pay_625997986456,USR_910304,1a4d5417b179e4cb,1c267fe6c89ddc0c,,175202,3.4,COD,3525.96,Low (Groceries),41.7,1,4,,0,0
pay_494604353310,USR_237011,7ca428ea8d9949df,b77277cc7e49f7c0,,620840,3.8,COD,3477.23,Low (Groceries),140.3,0,6,,0,0
pay_965986317708,USR_433394,53bad59bd3614d81,173bd00622ce5572,70d91cae62ee3b96,787239,3.2,UPI,3335.84,Medium (Electronics),154.6,1,3,,0,0
pay_371856358667,USR_125933,93b0370e219716b0,f11b7419041477bd,75849f0570ccaa67,326625,3.8,UPI,580.63,Medium (Electronics),119.6,0,8,,0,0
pay_856322375131,USR_675204,6e6307d07a1133d1,16586c82421ed15d,,963502,4.0,COD,3942.93,High (Apparel),195.5,0,2,,1,0
pay_476027797809,USR_25093,a94e98c448f9522c,4aa6c88bcc2aeece,,652683,3.6,CARD,4254.6,Low (Groceries),201.2,0,2,,0,0
pay_646685237562,USR_358841,833f48b9770c4716,5578f7a2ce258245,,694597,4.6,COD,4684.16,Medium (Electronics),286.5,1,3,,0,0
pay_639868969375,USR_834418,ef26a575a765882b,34b398e1df87361b,d698d3b59cf4a7ab,881596,3.6,UPI,1258.99,High (Apparel),278.0,0,6,,1,0
pay_448210920942,USR_745283,792f122ce25c4ac1,f19e31681f965938,,386145,4.3,COD,2039.24,Medium (Electronics),175.2,0,3,,0,0
pay_238741697466,USR_852547,f224d9388156f3cf,6b1846f904a6251c,,422842,3.7,COD,3056.37,Medium (Electronics),191.1,0,4,,0,0
pay_422507406246,USR_835567,1ae0a003f133068a,cd049f267099aa01,509e7ddef3fb245f,746823,2.9,UPI,3521.56,High (Apparel),138.2,1,4,,0,0
pay_170943109286,USR_410971,2ec013c98e6fb9ea,f792db594338e9ac,,229977,3.5,CARD,2967.24,Medium (Electronics),9.9,1,38,,0,0
pay_926279234539,USR_51767,18dda964e0e2180a,0841a311e70d2dc1,,479254,4.8,COD,632.5,Medium (Electronics),58.3,1,2,,0,0
pay_414835186024,USR_914478,8277eadf7802cce4,c655e911821d3d29,,742318,3.9,COD,1279.46,Low (Groceries),285.1,0,5,,0,0
pay_864176390191,USR_643447,a505b669151fd071,75ef51010819bcbf,,105577,4.7,COD,1308.61,Low (Groceries),201.2,0,5,,0,0
pay_251159340853,USR_667771,812da2a63f5e838a,296dff5200f39c14,aa298f44d3c810df,199889,4.3,UPI,2480.43,Medium (Electronics),165.6,0,2,,0,0
pay_480845807468,USR_506893,45cc24faa1922f92,20aa590f125316d1,,659980,4.5,COD,4065.52,High (Apparel),190.0,0,3,,0,0
pay_528177566647,USR_138513,26eea18c2dd3de69,f11c97bcedf4432d,7461e92fa7561210,994461,3.6,UPI,373.22,High (Apparel),249.1,1,3,,0,0
pay_619796600334,USR_910393,d0201766b8f73d9b,150cbf5b7df05d9b,,559221,4.1,COD,3121.75,Medium (Electronics),172.3,1,4,,0,0
pay_566559713592,USR_778566,bee59dd2f6f0cd27,8fc830599cf53aaa,,178167,4.7,COD,1767.51,High (Apparel),73.7,0,10,,0,0
pay_471183327624,USR_984467,af7fb8276105f8f0,d21136a20f4834dd,,149487,3.7,COD,1441.48,Low (Groceries),193.5,1,3,,0,0
pay_434508783808,USR_68616,3e345691b532c2ba,00ec6f3828e7ebd5,4520a652998a97da,069905,2.5,COD,6623.21,High (Apparel),7.2,1,2,RING_016,1,1
pay_764673927425,USR_493368,498ac0a393ce64d3,29a98d427867c6ce,9cfb404adfdc0c0e,250815,3.6,UPI,3802.02,High (Apparel),100.4,0,1,,0,0
pay_317745426935,USR_218268,8c50cc6b4fdacf7e,ce634f89d170f225,,773920,2.9,COD,432.05,High (Apparel),131.9,0,5,,0,0
pay_247673309859,USR_684090,79501ef68bb96f05,00852c5e7d5fad7d,,213184,3.2,COD,3771.18,High (Apparel),202.3,0,1,,1,0
pay_269220422161,USR_298800,f8860e66c4a701ce,b729a50764f8d96f,347e253334b3ddd7,267707,3.2,UPI,4678.13,High (Apparel),272.0,0,5,,0,0
pay_753783332483,USR_649449,761c2483d80b7ba1,6d0eb97f1203af6e,,750609,3.1,COD,623.88,Low (Groceries),61.5,0,4,,0,0
pay_547361936807,USR_988832,fdb82db00f45ead5,f618e7c8fb7760d3,,613920,3.3,COD,2519.51,High (Apparel),168.7,0,5,,0,0
pay_643468842530,USR_663762,ac2641179d1f08e0,1d2143f1ddfbd5e6,,474502,4.6,CARD,1841.76,Medium (Electronics),267.7,0,5,,0,0
pay_71131704697,USR_404321,55670f659856abfd,a6f781603bdfc934,8acc7ae7bfc84c8f,533077,3.7,UPI,4821.78,High (Apparel),184.8,0,3,,0,0
pay_607798537747,USR_891330,368c0cdacb4ea72e,87b7beb51c0881a7,,813823,3.2,COD,4282.03,Low (Groceries),247.0,0,13,,0,0
pay_910739509887,USR_674465,b096e5c0777b6101,4c8766f2dfe097a3,269ba3cb0110b309,255987,3.0,UPI,2355.48,Medium (Electronics),291.1,0,4,,0,0
pay_310437980290,USR_439066,f8b79d0412be43b1,08c0a1c41b3328c1,86b6c3dae50d10e7,092702,3.7,UPI,3798.1,High (Apparel),43.4,0,2,,0,0
pay_410516389873,USR_634093,509dcc0dd37a23ad,bd7967a6ab00ae0f,75c4254bae1ce951,567023,2.6,COD,707.3,High (Apparel),31.4,0,2,RING_CAMO_002,1,1
pay_272675131686,USR_851622,123dcfadbd5d3d47,58bdebf37eaf377b,,987104,3.5,COD,2284.28,High (Apparel),245.0,1,2,,0,0
pay_46457858763,USR_512957,816538211fb16070,b7aa79d0660507ce,a0525f6b7c2ab9ce,315538,3.1,UPI,2657.62,Medium (Electronics),100.6,0,3,,0,0
pay_810468603289,USR_674117,8a659591d4828592,4819fb8e96b92329,,144772,2.6,COD,2389.14,Low (Groceries),268.8,0,2,,0,0
pay_396344914443,USR_581608,7ab04bd3d71e1073,ad6035c7804b9917,,388933,2.9,COD,273.0,Low (Groceries),259.4,0,2,,0,0
pay_777648790671,USR_207329,53cf2510cc6a82e8,0578a6a495fc5b19,,611301,2.9,CARD,4168.39,Low (Groceries),32.6,1,4,,0,0
pay_46003687609,USR_242069,979c049a691c31cb,97226667c9f82b8b,150efd15aa555f50,903106,3.2,UPI,4419.5,Medium (Electronics),93.3,0,6,,0,0
pay_889453744791,USR_864033,07227b259d0fde4e,e305ea4957c3d00b,02785808da0e966e,157750,2.6,UPI,4150.33,Low (Groceries),39.7,0,3,,0,0
pay_456377582394,USR_737870,ea10a1c8da6d817a,5fdeee009ce4b68a,,760960,3.9,COD,2590.11,Medium (Electronics),66.0,0,7,,0,0
pay_750657869535,USR_27801,1477e16c8f12a282,4c6b83f09be7f766,1661c349a1ea916e,653619,3.6,UPI,4801.25,Medium (Electronics),284.4,1,6,,0,0
pay_605582427668,USR_596316,70ac0e6a9cd8a4ec,b528acf8f33b2a54,,958635,2.8,COD,3274.75,Low (Groceries),196.4,0,3,,0,0
pay_778695346525,USR_177540,25484fcf89fbeff4,70c8af60754c3117,0829a63117c72d82,407584,3.5,UPI,5104.42,High (Apparel),9.9,1,40,,0,0
pay_919902430913,USR_316260,50504ba1b2bd8647,077888231443946b,fa974fcea7a97c87,863303,4.9,UPI,2893.32,High (Apparel),24.3,1,33,,0,0
pay_973050559493,USR_523840,b7ddc7340044e1e7,4278a44a24c3b409,656d4ab69273d61a,916716,5.0,UPI,2342.85,Medium (Electronics),45.2,0,4,,0,0
pay_716237025205,USR_581724,06486668e9450677,befd57d6d84ceba1,,259084,4.5,COD,3142.33,Low (Groceries),237.3,0,1,,0,0
pay_905174040496,USR_747332,3c3e8bff2214601b,d248d5d7eb18cd6f,c610c97bbf85597e,218501,3.9,UPI,524.81,Medium (Electronics),52.1,1,4,,0,0
pay_305713408786,USR_661660,d7c0e59c9cecd03d,7ba6ff9f84d1f0f2,7d8acbbf295d68d0,418081,3.9,UPI,3687.04,High (Apparel),159.1,0,4,,0,0
pay_11954194317,USR_268356,0972150773b980da,db8f379cf2a637ac,,537642,4.8,COD,2273.81,Medium (Electronics),150.9,0,2,,1,0
pay_186464689923,USR_270750,4a04b464355e8394,fd32c38bce4e95c2,,163166,4.0,COD,4583.71,High (Apparel),168.1,1,5,,0,0
pay_765005539895,USR_264644,513905b7eb438833,4f52acacfab05c77,a9c1dceec87ba753,023134,3.5,UPI,2569.31,Low (Groceries),100.8,0,5,,0,0
pay_798964659883,USR_248479,77b501cc36d507bf,064c53f7d11e79e5,,506472,5.0,COD,745.55,High (Apparel),212.5,1,1,,1,0
pay_666223805244,USR_250239,6d90bb9e06141a0a,95f86e1aa81525c8,07f6290698cc0ebd,532763,4.5,UPI,714.53,Medium (Electronics),112.7,0,2,,0,0
pay_926319894666,USR_52542,447e576af30bc2f5,6154070c92279a03,adac97fcdbb095f2,744359,3.2,UPI,4867.86,Medium (Electronics),143.1,1,2,,0,0
pay_77442701759,USR_928823,98ae0cd9c45b85db,79ff2162021d0c78,efa1f52eeb51c26d,747117,4.7,UPI,672.31,Low (Groceries),188.2,0,7,,0,0
pay_585412934550,USR_818135,60db6f8477087145,a9b31b5934fb6de5,,901933,3.2,COD,968.98,High (Apparel),87.0,1,7,,0,0
pay_942525137095,USR_337129,8d8a478c8d5cc50c,bd0de5c7bb0e26f8,,719781,3.3,COD,4570.52,High (Apparel),125.9,1,4,,0,0
pay_136319695370,USR_949930,6cddd9d4026c1ad8,55f4eda988363a8d,,098936,4.1,COD,1653.34,High (Apparel),130.5,1,5,,0,0
pay_162714349881,USR_622756,acc07efdbed8e76b,6d0c3d05f091474f,,475163,3.8,CARD,5261.58,High (Apparel),20.9,1,29,,0,0
pay_268691808795,USR_197129,9c8adfcd80f4fb1b,879b8c5dd09d9c5f,9679df67338a7a0e,714017,4.5,UPI,2413.39,High (Apparel),24.3,1,40,,0,0
pay_584334940952,USR_939405,ab498af9ab4f00dc,0b5ddc235ed43551,,336770,4.5,COD,465.68,Medium (Electronics),152.3,0,4,,1,0
pay_623559401044,USR_873432,a61669f755d8c4dd,daa1e639b34f32e8,,115235,4.3,CARD,381.11,High (Apparel),124.6,1,2,,0,0
pay_383760907945,USR_697920,b631e02fb0e1b1d7,b3a4b6af2aa66492,ec5700f7408656a0,776268,2.3,UPI,3542.43,High (Apparel),45.6,0,0,RING_CAMO_004,1,1
pay_240932775672,USR_117825,380d42c6d8440415,9db9d18b184e11c8,,536127,3.5,COD,4842.62,High (Apparel),258.6,0,3,,0,0
pay_893018117185,USR_489971,dee1bf6cf4e25847,6e59d328593b9b8e,,170272,4.6,COD,2295.35,Medium (Electronics),182.7,0,5,,1,0
pay_803327834678,USR_464498,4d497f9dbb037dad,8e95a79c521c3058,,529495,3.6,COD,1469.11,Medium (Electronics),67.8,0,1,,1,0
pay_400528635078,USR_37995,24201b575143162f,3524fa366d31db2b,,030145,4.2,CARD,1933.01,Medium (Electronics),9.3,1,36,,0,0
pay_174075987415,USR_754576,b2fced3c0a8aa575,5a573a55cebe70e8,24b7d68c45bdca8d,048272,4.0,UPI,2455.81,High (Apparel),293.3,0,8,,0,0
pay_750234095987,USR_386906,3a07558ccc458d7b,693d0652c4d66b8e,,105562,4.2,CARD,2311.52,High (Apparel),271.1,1,1,,0,0
pay_499836311191,USR_978166,e6c52549e9097aaf,210bb9e7c18712f1,,605766,2.8,COD,4576.89,Low (Groceries),99.1,0,7,,0,0
pay_213075796550,USR_825612,4c8e5e97aace03f0,475fc3e4b2cb32aa,,668490,3.4,COD,920.02,Low (Groceries),226.8,0,3,,0,0
pay_754415710905,USR_691461,79b2c0fd35d7bf63,9fec0ac8f8ecda3f,,076442,4.6,CARD,4453.03,Low (Groceries),121.5,0,4,,0,0
pay_214741948388,USR_541146,c9aa09b38a3da628,cb050e25786e95fc,,749320,4.9,COD,2893.29,Low (Groceries),70.1,1,6,,0,0
pay_861489166009,USR_724305,213afe0324b844a6,d163835f4a4d50c5,,719500,4.5,COD,911.44,Low (Groceries),271.5,0,7,,0,0
pay_822919425613,USR_273112,0518ac42d8d8a2af,7904075e537c46d9,,712137,2.6,COD,1035.65,Medium (Electronics),114.3,0,5,,0,0
pay_623291189573,USR_492941,5b6d21d4f5367c27,745f914ff15782d4,a90ad81c45a1f1a4,699169,3.1,UPI,4447.64,Low (Groceries),156.7,0,4,,0,0
pay_956923996968,USR_517655,3e50ae9a92267d74,947420675dbbe563,b473a738b6d60fd3,984275,4.2,UPI,4325.61,Low (Groceries),42.9,0,8,,0,0
pay_392091244613,USR_629597,0a0a12d0e2f73c69,b45ab3e18e13e610,,841828,3.5,COD,4630.21,High (Apparel),32.9,0,4,,0,0
pay_237288792764,USR_929135,08c577ff30cc7ac1,f7efcc29410d7b86,,179844,4.3,COD,1801.57,Medium (Electronics),36.3,0,5,,0,0
pay_9628415266,USR_984039,644cc27a38ee526b,875bc129c205777d,,409466,3.8,CARD,2418.31,Low (Groceries),169.8,1,4,,0,0
pay_724821958698,USR_821207,e888316dec6b3058,aa2a454a4de340bd,171c93cc55d5c4c6,073984,4.3,UPI,4469.74,Medium (Electronics),260.5,1,5,,0,0
pay_502572070243,USR_63459,ab1302343d1b6f2a,0890a7be503738a1,1b615cb5170e6a98,090620,2.9,UPI,3481.2,Medium (Electronics),286.7,0,3,,0,0
pay_218260305748,USR_267805,8663ef50474ef4cd,688ec5786759fc5d,635ad68a0950fbf3,917648,3.4,UPI,2249.76,High (Apparel),189.6,0,5,,0,0
pay_446705026598,USR_669836,fc104af739140230,85cc0499a73f8f2e,,326487,3.3,COD,1072.47,High (Apparel),99.7,0,3,,0,0
pay_674110536606,USR_560239,f6566d5aa14b73b1,ce1a843c5e676375,,817576,2.7,COD,2941.21,Medium (Electronics),160.4,0,6,,0,0
pay_373181079724,USR_290979,ada3e81bd7dcb85d,b66df41e1f41570e,,759649,3.4,COD,2987.26,Low (Groceries),154.2,0,6,,1,0
pay_184533494549,USR_155132,7c1089293a9d7f1b,85dd9b4ab38a2352,d6d9f6f317b05c91,448968,3.1,UPI,2416.28,Low (Groceries),288.8,0,1,,0,0
pay_596122061112,USR_632954,1b9fed7750141fdb,ab54f745e7793fdb,9d730c85c2569235,015149,4.9,UPI,2931.18,High (Apparel),90.2,0,3,,0,0
